name,price,team,goals,assists,goal_contributions,games_played,minutes,total_points,points_per_game,roi,roi_per_gw,position
Morton,£4.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
Nyoni,£4.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,MID
Darwin,£6.5,Liverpool,5,3,8,8,1113,66,2.2,10.15,1.26875,FWD
Danns,£4.5,Liverpool,0,0,0,0,10,1,1.0,0.2222,0.0,FWD
Ekitiké,£8.5,Liverpool,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Trafford,£5.0,Man City,0,0,0,0,0,0,0.0,0.0,0.0,GK
Ederson M.,£5.5,Man City,0,4,4,26,2320,111,4.3,20.18,0.7761538461538462,GK
Ortega Moreno,£5.0,Man City,0,0,0,12,1099,35,2.7,7.0,0.5833333333333334,GK
Bettinelli,£4.0,Man City,0,0,0,0,0,0,0.0,0.0,0.0,GK
Aït-Nouri,£6.0,Man City,4,7,11,37,3112,125,3.4,20.83,0.5629729729729729,DEF
Gvardiol,£6.0,Man City,5,0,5,36,3278,153,4.1,25.5,0.7083333333333334,DEF
Akanji,£5.5,Man City,0,0,0,23,2012,61,2.3,11.09,0.48217391304347823,DEF
Aké,£5.5,Man City,0,0,0,8,677,25,2.5,4.545,0.568125,DEF
Khusanov,£5.5,Man City,0,0,0,6,503,14,2.3,2.545,0.42416666666666664,DEF
Matheus N.,£5.5,Man City,1,7,8,19,1670,81,3.1,14.73,0.7752631578947369,DEF
Rúben,£5.5,Man City,0,0,0,25,2269,90,3.3,16.36,0.6544,DEF
Stones,£5.5,Man City,2,0,2,6,544,29,2.6,5.273,0.8788333333333332,DEF
Lewis,£5.0,Man City,1,2,3,21,1888,66,2.4,13.2,0.6285714285714286,DEF
O’Reilly,£5.0,Man City,2,0,2,6,525,31,3.4,6.2,1.0333333333333334,DEF
Vitor Reis,£5.0,Man City,0,0,0,0,1,1,1.0,0.2,0.0,DEF
Marmoush,£8.5,Man City,7,1,8,14,1174,73,4.6,8.588,0.6134285714285713,MID
Foden,£8.0,Man City,7,3,10,20,1771,105,3.8,13.12,0.6559999999999999,MID
Savinho,£7.0,Man City,1,11,12,21,1760,106,3.7,15.14,0.720952380952381,MID
Bernardo,£6.5,Man City,4,4,8,29,2667,110,3.3,16.92,0.583448275862069,MID
Cherki,£6.5,Man City,0,0,0,0,0,0,0.0,0.0,0.0,MID
Doku,£6.5,Man City,3,6,9,16,1506,88,3.0,13.54,0.84625,MID
Gündoğan,£6.5,Man City,1,7,8,25,2218,97,2.9,14.92,0.5968,MID
Rodrigo,£6.5,Man City,0,0,0,1,72,3,1.0,0.4615,0.4615,MID
Kovačić,£6.0,Man City,6,3,9,25,2194,109,3.5,18.17,0.7268000000000001,MID
N.Gonzalez,£6.0,Man City,1,1,2,9,760,31,2.8,5.167,0.5741111111111111,MID
Bobb,£5.5,Man City,0,0,0,0,14,3,1.0,0.5455,0.0,MID
Echeverri,£5.5,Man City,0,0,0,0,5,1,1.0,0.1818,0.0,MID
McAtee,£5.5,Man City,3,0,3,3,340,31,2.1,5.636,1.8786666666666667,MID
Reijnders,£5.5,Man City,0,0,0,0,0,0,0.0,0.0,0.0,MID
Nypan,£5.0,Man City,0,0,0,0,0,0,0.0,0.0,0.0,MID
Phillips,£5.0,Man City,0,0,0,14,1231,27,1.4,5.4,0.38571428571428573,MID
Haaland,£14.0,Man City,22,3,25,31,2736,181,5.8,12.93,0.4170967741935484,FWD
Mbeumo,£8.0,Man Utd,20,9,29,38,3415,236,6.2,29.5,0.7763157894736842,MID
Bayindir,£5.0,Man Utd,0,0,0,4,360,8,2.0,1.6,0.4,GK
Onana,£5.0,Man Utd,0,0,0,34,3060,120,3.5,24.0,0.7058823529411765,GK
Harrison,£4.0,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,GK
Heaton,£4.0,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,GK
Mee,£4.0,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,GK
De Ligt,£5.0,Man Utd,2,0,2,25,2119,68,2.3,13.6,0.544,DEF
Martinez,£5.0,Man Utd,2,1,3,20,1751,68,3.4,13.6,0.6799999999999999,DEF
Mazraoui,£5.0,Man Utd,0,1,1,34,2836,88,2.4,17.6,0.5176470588235295,DEF
D.Leon,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Dalot,£4.5,Man Utd,0,4,4,31,2812,95,2.9,21.11,0.6809677419354838,DEF
Dorgu,£4.5,Man Utd,0,0,0,10,840,18,1.5,4.0,0.4,DEF
Maguire,£4.5,Man Utd,1,0,1,19,1751,48,1.8,10.67,0.5615789473684211,DEF
Shaw,£4.5,Man Utd,0,0,0,4,346,5,0.7,1.111,0.27775,DEF
Yoro,£4.5,Man Utd,0,0,0,12,1160,22,1.0,4.889,0.4074166666666667,DEF
Amass,£4.0,Man Utd,0,0,0,4,345,4,0.8,1.0,0.25,DEF
Fredricson,£4.0,Man Utd,0,0,0,2,166,2,1.0,0.5,0.25,DEF
Heaven,£4.0,Man Utd,0,0,0,2,169,10,2.5,2.5,1.25,DEF
Malacia,£4.0,Man Utd,0,0,0,2,99,2,0.7,0.5,0.25,DEF
B.Fernandes,£9.0,Man Utd,8,12,20,35,3017,174,4.8,19.33,0.5522857142857143,MID
Cunha,£8.0,Man Utd,15,7,22,29,2596,178,5.4,22.25,0.7672413793103449,MID
Rashford,£7.0,Man Utd,6,4,10,16,1414,95,3.8,13.57,0.848125,MID
Amad,£6.5,Man Utd,8,8,16,20,1898,129,5.0,19.85,0.9925,MID
Garnacho,£6.5,Man Utd,6,4,10,23,2188,106,2.9,16.31,0.7091304347826086,MID
Antony,£6.0,Man Utd,0,0,0,0,135,8,1.0,1.333,0.0,MID
Mount,£6.0,Man Utd,1,0,1,8,613,25,1.5,4.167,0.520875,MID
Sancho,£6.0,Man Utd,3,5,8,19,1754,86,2.8,14.33,0.7542105263157894,MID
Casemiro,£5.5,Man Utd,1,0,1,18,1489,48,2.0,8.727,0.48483333333333334,MID
Mainoo,£5.0,Man Utd,0,0,0,19,1646,42,1.7,8.4,0.4421052631578948,MID
Ugarte,£5.0,Man Utd,1,2,3,22,1777,49,1.7,9.8,0.4454545454545455,MID
Collyer,£4.5,Man Utd,0,0,0,0,174,6,1.0,1.333,0.0,MID
Fitzgerald,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,MID
J.Fletcher,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,MID
Kone,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,MID
Moorhouse,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,MID
Højlund,£6.5,Man Utd,4,1,5,23,1998,78,2.4,12.0,0.5217391304347826,FWD
Zirkzee,£6.0,Man Utd,3,2,5,14,1385,64,2.0,10.67,0.7621428571428571,FWD
Obi,£4.5,Man Utd,0,0,0,1,160,7,1.0,1.556,1.556,FWD
Wheatley,£4.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Šeško,£7.5,Man Utd,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Pope,£5.0,Newcastle,0,0,0,28,2520,102,3.6,20.4,0.7285714285714285,GK
Gillespie,£4.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,GK
Odysseas,£4.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,GK
Hall,£5.5,Newcastle,0,7,7,24,2188,102,3.8,18.55,0.7729166666666667,DEF
Schär,£5.5,Newcastle,4,2,6,33,2935,118,3.5,21.45,0.65,DEF
Botman,£5.0,Newcastle,0,0,0,6,412,18,2.2,3.6,0.6,DEF
Burn,£5.0,Newcastle,1,1,2,37,3330,115,3.1,23.0,0.6216216216216216,DEF
Livramento,£5.0,Newcastle,0,1,1,32,2835,105,2.8,21.0,0.65625,DEF
Trippier,£5.0,Newcastle,0,3,3,14,1299,72,2.9,14.4,1.0285714285714287,DEF
Krafth,£4.5,Newcastle,0,0,0,2,334,17,1.4,3.778,1.889,DEF
Lascelles,£4.5,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,DEF
A.Murphy,£4.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Ashby,£4.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Pivas,£4.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Targett,£4.0,Newcastle,0,0,0,0,20,2,1.0,0.5,0.0,DEF
Gordon,£7.5,Newcastle,6,6,12,28,2428,124,3.6,16.53,0.5903571428571429,MID
Elanga,£7.0,Newcastle,6,11,17,31,2496,153,4.0,21.86,0.7051612903225807,MID
Barnes,£6.5,Newcastle,9,5,14,17,1746,130,3.9,20.0,1.1764705882352942,MID
Bruno G.,£6.5,Newcastle,5,6,11,38,3273,135,3.6,20.77,0.546578947368421,MID
J.Murphy,£6.5,Newcastle,8,13,21,31,2356,159,4.5,24.46,0.7890322580645162,MID
Joelinton,£6.0,Newcastle,4,4,8,29,2394,99,3.4,16.5,0.5689655172413793,MID
Tonali,£5.5,Newcastle,4,2,6,28,2625,106,2.9,19.27,0.6882142857142857,MID
Antoñito C.,£5.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,MID
Willock,£5.0,Newcastle,0,2,2,11,1065,46,1.4,9.2,0.8363636363636363,MID
Hayden,£4.5,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,MID
Kuol,£4.5,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,MID
L.Miley,£4.5,Newcastle,1,0,1,1,304,21,1.5,4.667,4.667,MID
White,£4.5,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,MID
Isak,£10.5,Newcastle,23,6,29,34,2758,211,6.2,20.1,0.5911764705882353,FWD
Osula,£5.5,Newcastle,1,0,1,0,124,19,1.4,3.455,0.0,FWD
Neave,£4.5,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Ramsdale,£5.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,GK
Thiaw,£5.0,Newcastle,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Sels,£5.0,Nott'm Forest,0,1,1,38,3420,150,3.9,30.0,0.7894736842105263,GK
C.Miguel,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,GK
Turner,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,GK
Milenković,£5.5,Nott'm Forest,5,2,7,37,3330,145,3.9,26.36,0.7124324324324324,DEF
Murillo,£5.5,Nott'm Forest,2,0,2,36,3188,130,3.6,23.64,0.6566666666666667,DEF
Aina,£5.0,Nott'm Forest,2,1,3,35,2996,128,3.7,25.6,0.7314285714285714,DEF
N.Williams,£5.0,Nott'm Forest,1,3,4,28,2588,109,3.1,21.8,0.7785714285714286,DEF
David Carmo,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Jair Cunha,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Morato,£4.5,Nott'm Forest,0,0,0,6,891,36,1.4,8.0,1.3333333333333333,DEF
O.Richards,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Abbott,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Boly,£4.0,Nott'm Forest,0,0,0,1,146,6,1.0,1.5,1.5,DEF
Gibbs-White,£7.5,Nott'm Forest,7,11,18,34,2806,154,4.5,20.53,0.6038235294117648,MID
Hudson-Odoi,£6.0,Nott'm Forest,5,3,8,25,2190,103,3.3,17.17,0.6868000000000001,MID
Anderson,£5.5,Nott'm Forest,2,6,8,33,2726,107,2.9,19.45,0.5893939393939394,MID
Jota,£5.5,Nott'm Forest,3,2,5,5,835,52,1.7,9.455,1.891,MID
Dominguez,£5.0,Nott'm Forest,0,1,1,23,1954,54,1.6,10.8,0.46956521739130436,MID
O'Brien,£5.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Sangaré,£5.0,Nott'm Forest,0,1,1,7,584,20,1.5,4.0,0.5714285714285714,MID
Yates,£5.0,Nott'm Forest,2,2,4,18,1901,67,1.9,13.4,0.7444444444444445,MID
Da Silva Moreira,£4.5,Nott'm Forest,0,0,0,0,28,2,1.0,0.4444,0.0,MID
Stamenic,£4.5,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Wood,£7.5,Nott'm Forest,20,3,23,35,2958,200,5.6,26.67,0.762,FWD
Igor Jesus,£6.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Awoniyi,£5.5,Nott'm Forest,1,0,1,3,398,32,1.2,5.818,1.9393333333333331,FWD
Ndoye,£6.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gunn,£4.0,Nott'm Forest,0,0,0,0,0,0,0.0,0.0,0.0,GK
Marc Guiu,£4.5,Sunderland,0,0,0,0,71,3,1.0,0.6667,0.0,FWD
Patterson,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,GK
Moore,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,GK
Nna Noukeu,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,GK
Ballard,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Hume,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Alese,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Anderson,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Cirkin,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Hjelde,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Huggins,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Johnson,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
O'Nien,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Pembele,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Reinildo,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Seelt,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Adingra,£5.5,Sunderland,2,3,5,12,1081,60,2.1,10.91,0.9091666666666667,MID
Diarra,£5.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Roberts,£5.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Aleksić,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
E.Le Fée,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Mundle,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Neil,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Poveda,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Rigg,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Sadiki,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Talbi,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ba,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Browne,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Ekwah,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
H.Jones,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Matete,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Triantis,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Isidor,£5.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Mayenda,£5.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Abdullahi,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Luís Hemir,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Rusyn,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Xhaka,£5.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,MID
Roefs,£4.5,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,GK
Masuaku,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Alderete,£4.0,Sunderland,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Vicario,£5.0,Spurs,0,0,0,24,2160,66,2.8,13.2,0.5499999999999999,GK
Austin,£4.0,Spurs,0,0,0,1,90,1,1.0,0.25,0.25,GK
Kinsky,£4.0,Spurs,0,0,0,6,540,17,2.8,4.25,0.7083333333333334,GK
Pedro Porro,£5.5,Spurs,2,6,8,28,2606,98,3.0,17.82,0.6364285714285715,DEF
Romero,£5.0,Spurs,1,1,2,18,1416,49,2.7,9.8,0.5444444444444445,DEF
Danso,£4.5,Spurs,0,0,0,9,842,16,1.6,3.556,0.39511111111111114,DEF
Davies,£4.5,Spurs,0,0,0,14,1329,28,1.6,6.222,0.44442857142857145,DEF
Dragusin,£4.5,Spurs,0,0,0,14,1250,24,1.5,5.333,0.38092857142857145,DEF
Spence,£4.5,Spurs,1,2,3,19,1790,51,2.0,11.33,0.5963157894736842,DEF
Udogie,£4.5,Spurs,0,1,1,24,1923,43,1.7,9.556,0.3981666666666666,DEF
Van de Ven,£4.5,Spurs,0,2,2,12,1014,32,2.5,7.111,0.5925833333333334,DEF
Phillips,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Takai,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Vuskovic,£4.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Son,£8.5,Spurs,7,10,17,24,2106,129,4.3,15.18,0.6325,MID
Johnson,£7.0,Spurs,11,6,17,24,2171,137,4.2,19.57,0.8154166666666667,MID
Maddison,£7.0,Spurs,9,8,17,21,1799,133,4.3,19.0,0.9047619047619048,MID
Kudus,£6.5,Spurs,5,4,9,31,2589,106,3.3,16.31,0.5261290322580645,MID
Kulusevski,£6.5,Spurs,7,4,11,27,2386,117,3.7,18.0,0.6666666666666666,MID
Tel,£6.5,Spurs,2,2,4,11,908,42,3.2,6.462,0.5874545454545455,MID
Bentancur,£5.5,Spurs,2,0,2,21,1640,49,1.9,8.909,0.42423809523809525,MID
Bergvall,£5.5,Spurs,0,2,2,11,1200,44,1.6,8.0,0.7272727272727273,MID
Bissouma,£5.5,Spurs,2,0,2,16,1396,50,1.8,9.091,0.5681875,MID
Odobert,£5.5,Spurs,1,0,1,9,843,34,2.1,6.182,0.6868888888888889,MID
Solomon,£5.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Bryan,£5.0,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gray,£5.0,Spurs,0,0,0,19,1750,45,1.6,9.0,0.47368421052631576,MID
Moore,£5.0,Spurs,0,2,2,3,359,19,1.9,3.8,1.2666666666666666,MID
P.M.Sarr,£5.0,Spurs,3,2,5,22,1901,71,2.0,14.2,0.6454545454545454,MID
Min-hyeok,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Olusesi,£4.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Solanke,£7.5,Spurs,9,5,14,25,2199,108,4.0,14.4,0.5760000000000001,FWD
Richarlison,£6.5,Spurs,4,1,5,4,497,35,2.3,5.385,1.34625,FWD
Lankshear,£4.5,Spurs,0,0,0,0,10,3,1.0,0.6667,0.0,FWD
Scarlett,£4.5,Spurs,0,1,1,0,31,6,2.0,1.333,0.0,FWD
J.Palhinha,£5.5,Spurs,0,0,0,0,0,0,0.0,0.0,0.0,MID
Areola,£4.5,West Ham,0,0,0,25,2259,69,2.7,15.33,0.6132,GK
Foderingham,£4.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Hegyi,£4.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Diouf,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Emerson,£4.5,West Ham,2,1,3,26,2108,76,2.5,16.89,0.6496153846153846,DEF
Kilman,£4.5,West Ham,0,1,1,38,3348,82,2.2,18.22,0.4794736842105263,DEF
Mavropanos,£4.5,West Ham,0,0,0,21,2035,45,1.4,10.0,0.47619047619047616,DEF
N.Aguerd,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Scarles,£4.5,West Ham,0,0,0,7,659,29,1.9,6.444,0.9205714285714286,DEF
Todibo,£4.5,West Ham,0,0,0,20,1824,54,2.0,12.0,0.6,DEF
Wan-Bissaka,£4.5,West Ham,2,6,8,35,3154,118,3.3,26.22,0.7491428571428571,DEF
Casey,£4.0,West Ham,0,0,0,0,1,1,1.0,0.25,0.0,DEF
L.Paquetá,£6.0,West Ham,4,1,5,27,2374,80,2.4,13.33,0.4937037037037037,MID
Souček,£6.0,West Ham,9,2,11,30,2563,126,3.6,21.0,0.7,MID
Ward-Prowse,£6.0,West Ham,1,2,3,17,1433,51,2.1,8.5,0.5,MID
Summerville,£5.5,West Ham,1,1,2,7,776,33,1.7,6.0,0.8571428571428571,MID
Álvarez,£5.0,West Ham,0,1,1,20,1769,40,1.4,8.0,0.4,MID
Cornet,£5.0,West Ham,0,0,0,1,71,1,0.5,0.2,0.2,MID
G.Rodriguez,£5.0,West Ham,0,1,1,16,1147,36,1.6,7.2,0.45,MID
L.Guilherme,£5.0,West Ham,0,0,0,1,139,12,1.0,2.4,2.4,MID
Earthy,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Irving,£4.5,West Ham,0,0,0,1,161,9,0.9,2.0,2.0,MID
Orford,£4.5,West Ham,0,0,0,0,47,2,1.0,0.4444,0.0,MID
Potts,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,MID
Bowen,£8.0,West Ham,13,11,24,34,2974,193,5.7,24.12,0.7094117647058824,FWD
Füllkrug,£6.0,West Ham,3,2,5,6,783,42,2.3,7.0,1.1666666666666667,FWD
Marshall,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Walker-Peters,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Wilson,£6.0,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Hermansen,£4.5,West Ham,0,0,0,0,0,0,0.0,0.0,0.0,GK
Johnstone,£4.5,Wolves,0,0,0,7,630,12,1.7,2.667,0.38099999999999995,GK
José Sá,£4.5,Wolves,0,0,0,29,2610,93,3.2,20.67,0.7127586206896552,GK
Bentley,£4.0,Wolves,0,0,0,2,180,9,4.5,2.25,1.125,GK
King,£4.0,Wolves,0,0,0,0,1,1,1.0,0.25,0.0,GK
Agbadou,£4.5,Wolves,1,0,1,16,1410,45,2.8,10.0,0.625,DEF
Doherty,£4.5,Wolves,2,1,3,25,2105,75,2.5,16.67,0.6668000000000001,DEF
H.Bueno,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Mosquera,£4.5,Wolves,0,0,0,5,441,3,0.6,0.6667,0.13334,DEF
R.Gomes,£4.5,Wolves,2,0,2,7,794,42,1.7,9.333,1.3332857142857144,DEF
S.Bueno,£4.5,Wolves,0,0,0,18,1678,52,1.8,11.56,0.6422222222222222,DEF
Toti,£4.5,Wolves,0,1,1,30,2613,79,2.5,17.56,0.5853333333333333,DEF
Hoever,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Meupiyou,£4.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
Pedro Lima,£4.0,Wolves,0,0,0,1,69,2,0.7,0.5,0.5,DEF
Pond,£4.0,Wolves,0,0,0,0,1,1,1.0,0.25,0.0,DEF
Hee Chan,£6.0,Wolves,2,1,3,5,646,37,1.8,6.167,1.2334,MID
André,£5.5,Wolves,0,0,0,31,2472,61,1.8,11.09,0.35774193548387095,MID
Bellegarde,£5.5,Wolves,2,7,9,20,1666,90,2.6,16.36,0.818,MID
Fer López,£5.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gomes,£5.5,Wolves,3,1,4,35,2975,87,2.4,15.82,0.452,MID
Guedes,£5.5,Wolves,2,4,6,10,979,62,2.1,11.27,1.127,MID
Munetsi,£5.5,Wolves,2,2,4,12,1077,50,3.6,9.091,0.7575833333333333,MID
B.Traore,£5.0,Wolves,0,0,0,0,1,1,1.0,0.2,0.0,MID
Chirewa,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Edozie,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Gonzalez,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Hodge,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Strand Larsen,£6.5,Wolves,14,4,18,30,2587,145,4.1,22.31,0.7436666666666666,FWD
Fábio Silva,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Kalajdžić,£5.0,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Chiwome,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
Fraser,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,FWD
J.Arias,£5.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,MID
Møller Wolfe,£4.5,Wolves,0,0,0,0,0,0,0.0,0.0,0.0,DEF
